care_site_id,care_site_name,ward,room,bed,building,slug,bednumber,bay,sideroom,mortimer_market,waiting_room,RNTNE,ENT_ED,macmillan_cc,CHALF,POOL,tottenham_court_road,RLHIM,UCH,RESUS,MAJ,EDH,MINORS,patient_lounge,slug_room
286924092,UCHT00CDU^UCH T00 CDU BY01^BY01-CH10,UCHT00CDU,UCH T00 CDU BY01,BY01-CH10,UCH Tower,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
286925487,BCN^E03BCN PR04^PR04-C01,BCN,E03BCN PR04,PR04-C01,NA,NA,C01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286925503,BCN^E03BCN SR02^SR02-C01,BCN,E03BCN SR02,SR02-C01,NA,NA,C01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286925931,T09N^T09N BY06^BY06-29,T09N,T09N BY06,BY06-29,UCH Tower,T9 North -  Surgical and Gastro,29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286928051,T09S^T09S BY07^BY07-32,T09S,T09S BY07,BY07-32,UCH Tower,T9 South - Surgical and Gastroenterology,32,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286930620,SPEV^OFF EVERGRN BY01^BY01-02,SPEV,OFF EVERGRN BY01,BY01-02,NA,NA,02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286934540,DWRD^RNTNED BY01^BY01-01,DWRD,RNTNED BY01,BY01-01,NA,NA,01,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286934602,DWRD^RNTNED BY03^BY03-12,DWRD,RNTNED BY03,BY03-12,NA,NA,12,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286937516,T10S^T10S BY07^BY07-34,T10S,T10S BY07,BY07-34,UCH Tower,T10,34,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286939084,COBN^E02COBN BY01^BY01-C04B,COBN,E02COBN BY01,BY01-C04B,NA,NA,C04B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286939087,MCUN^E03MCUN BY08^BY08-C27B,MCUN,E03MCUN BY08,BY08-C27B,NA,NA,C27B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286941819,HJNQ^Q5HJ BY05^BY05-5B,HJNQ,Q5HJ BY05,BY05-5B,NA,NA,5B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286944802,BWRD^RNTNEB SR15^SR15-15,BWRD,RNTNEB SR15,SR15-15,NA,NA,15,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286944804,SSUN^RNTNE SSU SR16^SR16-16,SSUN,RNTNE SSU SR16,SR16-16,NA,NA,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286947823,NFNQ^C4NF SR01^SR01-1A,NFNQ,C4NF SR01,SR01-1A,NA,NA,1A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286948674,JYNQ^Q4JY BY01^BY01-03,JYNQ,Q4JY BY01,BY01-03,NA,NA,03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286951201,JTNQ^Q7JTTU WAITING^WAIT,JTNQ,Q7JTTU WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286954034,COBN^E02COBN BY01^BY01-C02A,COBN,E02COBN BY01,BY01-C02A,NA,NA,C02A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286954036,MCUN^E03MCUN BY09^BY09-C30B,MCUN,E03MCUN BY09,BY09-C30B,NA,NA,C30B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286959288,EDHOSURG^EDH ORAL CHAIR^CH04,EDHOSURG,EDH ORAL CHAIR,CH04,Eastman Dental Hospital,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
286960133,MFNQ^C4MLF BY02^BY02-02,MFNQ,C4MLF BY02,BY02-02,NA,NA,02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286962764,RBNQ^Q3NRU BY02^BY02-03,RBNQ,Q3NRU BY02,BY02-03,NA,NA,03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286963986,EDHSURG^EHD SURG SR11^SR11-CH04,EDHSURG,EHD SURG SR11,SR11-CH04,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286964886,DCNQ^RLHIMDCU SR01^SR01-01,DCNQ,RLHIMDCU SR01,SR01-01,NA,NA,01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286965443,DCNQ^RLHIMDCU CH23^CH23-23,DCNQ,RLHIMDCU CH23,CH23-23,NA,NA,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286966343,HASU^T07 BY08^BY08-36,HASU,T07 BY08,BY08-36,UCH Tower,Hyperacute Stroke Unit,36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286970965,CWRD^RNTNEC BY02^BY02-15,CWRD,RNTNEC BY02,BY02-15,NA,NA,15,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286970978,CWRD^RNTNEC POOL02^CHAIR,CWRD,RNTNEC POOL02,CHAIR,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286972502,CWRD^RNTNEC BY01^BY01-04,CWRD,RNTNEC BY01,BY01-04,NA,NA,04,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286972511,CWRD^RNTNEC BY01^BY01-07,CWRD,RNTNEC BY01,BY01-07,NA,NA,07,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286972996,CWRD^RNTNEC BY01^BY01-06,CWRD,RNTNEC BY01,BY01-06,NA,NA,06,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286973024,LYNQ^Q1LAA SR01^SR01-01,LYNQ,Q1LAA SR01,SR01-01,NA,NA,01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286976299,BWRD^RNTNEB BY01^BY01-12,BWRD,RNTNEB BY01,BY01-12,NA,NA,12,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286976884,BWRD^RNTNEB BY01^BY01-05,BWRD,RNTNEB BY01,BY01-05,NA,NA,05,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286977481,EDHSURG^EHD SURG SR09^SR09-CH02,EDHSURG,EHD SURG SR09,SR09-CH02,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286980188,GWNC^CHALF WGC SR09^SR09-09,GWNC,CHALF WGC SR09,SR09-09,NA,NA,09,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286980190,DFNQ^C3DF BY02^BY02-03,DFNQ,C3DF BY02,BY02-03,NA,NA,03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286980194,GWNC^CHALF WGC SR11^SR11-11,GWNC,CHALF WGC SR11,SR11-11,NA,NA,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286983271,CWRD^RNTNEC CB03^CB03-03,CWRD,RNTNEC CB03,CB03-03,NA,NA,03,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286983879,LWN^E02LWN SR10^SR10-C01,LWN,E02LWN SR10,SR10-C01,NA,NA,C01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286994750,JYNQ^Q4JY BY04^BY04-11,JYNQ,Q4JY BY04,BY04-11,NA,NA,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286994754,JYNQ^Q4JY BY03^BY03-07,JYNQ,Q4JY BY03,BY03-07,NA,NA,07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286996389,MCUN^E03MCUN SR43^SR43-C01,MCUN,E03MCUN SR43,SR43-C01,NA,NA,C01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287000416,WST4^W04W SR10^SR19-19,WST4,W04W SR10,SR19-19,Westmoreland Street,WMS 4th floor Thoracic,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287000835,HJNQ^Q5HJ BY04^BY04-4B,HJNQ,Q5HJ BY04,BY04-4B,NA,NA,4B,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287005295,CWRD^RNTNEC BY01^BY01-09,CWRD,RNTNEC BY01,BY01-09,NA,NA,09,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287005770,JYNQ^Q4JY SR01^SR01-01,JYNQ,Q4JY SR01,SR01-01,NA,NA,01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287005779,DFNQ^C3DF BY01^BY01-05,DFNQ,C3DF BY01,BY01-05,NA,NA,05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287009554,BWRD^RNTNEB BY01^BY01-11,BWRD,RNTNEB BY01,BY01-11,NA,NA,11,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287011339,CWRD^RNTNEC BY01^BY01-11,CWRD,RNTNEC BY01,BY01-11,NA,NA,11,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287013924,T16N^T16N SR17^SR17-17,T16N,T16N SR17,SR17-17,NA,NA,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287017491,WST4^W04W SR01^SR09-09,WST4,W04W SR01,SR09-09,Westmoreland Street,WMS 4th floor Thoracic,09,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287018063,HJNQ^Q5HJ BY05^BY05-5A,HJNQ,Q5HJ BY05,BY05-5A,NA,NA,5A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287018166,T03^T03 BY01^BY01-14,T03,T03 BY01,BY01-14,UCH Tower,Critical Care,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287019514,MFNQ^C4MLF BY03^BY03-04,MFNQ,C4MLF BY03,BY03-04,NA,NA,04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287022248,BWRD^RNTNEB BY01^BY01-09,BWRD,RNTNEB BY01,BY01-09,NA,NA,09,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287023778,T13S^T13S BY07^BY07-45,T13S,T13S BY07,BY07-45,NA,NA,45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287024387,T07^T07N BY03^BY03-18,T07,T07N BY03,BY03-18,UCH Tower,T7 COE,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287037395,MCUN^E03MCUN BY10^BY10-C33A,MCUN,E03MCUN BY10,BY10-C33A,NA,NA,C33A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287038621,CWRD^RNTNEC SR14^SR14-14,CWRD,RNTNEC SR14,SR14-14,NA,NA,14,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287040755,GWNC^CHALF WGC SR01^SR01-01,GWNC,CHALF WGC SR01,SR01-01,NA,NA,01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287040759,GWNC^CHALF WGC SR08^SR08-08VT,GWNC,CHALF WGC SR08,SR08-08VT,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287043660,MINQ^C0MITU SR05^SR05-05,MINQ,C0MITU SR05,SR05-05,NA,NA,05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287044968,BSNQ^C3BS BY01^BY01-06,BSNQ,C3BS BY01,BY01-06,NA,NA,06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287055365,T09S^T09S BY07^BY07-36,T09S,T09S BY07,BY07-36,UCH Tower,T9 South - Surgical and Gastroenterology,36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287056944,T07^T07N BY02^BY02-08,T07,T07N BY02,BY02-08,UCH Tower,T7 COE,08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287057790,HJNQ^Q5HJ BY04^BY04-4C,HJNQ,Q5HJ BY04,BY04-4C,NA,NA,4C,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287061598,UCHT00CDU^UCH T00 CDU BY01^BY01-CH14,UCHT00CDU,UCH T00 CDU BY01,BY01-CH14,UCH Tower,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
287062907,T11N^T11N CB07^CB07-07,T11N,T11N CB07,CB07-07,UCH Tower,T11 North  - Paeds Cancer service,07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287063562,HASU^T07 BY07^BY07-32,HASU,T07 BY07,BY07-32,UCH Tower,Hyperacute Stroke Unit,32,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287072532,DCNQ^RLHIMDCU CH10^CH10-10,DCNQ,RLHIMDCU CH10,CH10-10,NA,NA,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287083220,WST4^W04W SR03^SR11-11,WST4,W04W SR03,SR11-11,Westmoreland Street,WMS 4th floor Thoracic,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287084329,MVNQ^Q6MV WAITING^WAIT,MVNQ,Q6MV WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287085872,CWRD^RNTNEC CB01^CB01-01,CWRD,RNTNEC CB01,CB01-01,NA,NA,01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287090902,CCAC^MCC ACU DISCHARGE^DISCHARGE,CCAC,MCC ACU DISCHARGE,DISCHARGE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287090909,CCAC^MCC ACU HOTEL^HOTEL,CCAC,MCC ACU HOTEL,HOTEL,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287092125,BWRD^RNTNEB BY01^BY01-07,BWRD,RNTNEB BY01,BY01-07,NA,NA,07,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287094072,JTNQ^Q7JTTU BY01^BY01-02,JTNQ,Q7JTTU BY01,BY01-02,NA,NA,02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287095061,T13S^T13S BY04^BY04-32,T13S,T13S BY04,BY04-32,NA,NA,32,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287095072,SPEV^OFF EVERGRN BY01^BY01-03,SPEV,OFF EVERGRN BY01,BY01-03,NA,NA,03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287096373,DCNQ^RLHIMDCU CH04^CH04-04,DCNQ,RLHIMDCU CH04,CH04-04,NA,NA,04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287097194,VYNQ^C2VH WAITING^WAIT,VYNQ,C2VH WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287097196,VYNQ^C2VH BY01^BY01-01,VYNQ,C2VH BY01,BY01-01,NA,NA,01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287099463,LYNQ^Q1LAA BY04^BY04-09,LYNQ,Q1LAA BY04,BY04-09,NA,NA,09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287099520,HSDC^T15S SR22^SR22-22,HSDC,T15S SR22,SR22-22,NA,NA,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287102896,LYNQ^Q1LAA SR03^SR03-03,LYNQ,Q1LAA SR03,SR03-03,NA,NA,03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287104051,NFNQ^C4NF WAITING^WAIT,NFNQ,C4NF WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287113296,TDDC^MMKT HTD SR06^SR06-06,TDDC,MMKT HTD SR06,SR06-06,NA,NA,06,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287113662,LWNQ^A0WRW SR02^SR02-02,LWNQ,A0WRW SR02,SR02-02,NA,NA,02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287113670,CCIC^MCCDAY BD03^BD03,CCIC,MCCDAY BD03,BD03,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287119153,DWRD^RNTNED BY02^BY02-09,DWRD,RNTNED BY02,BY02-09,NA,NA,09,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287119542,T13N^T13N SR03^SR03-03,T13N,T13N SR03,SR03-03,NA,NA,03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287120843,WST4^W04W BY04^BY04-08,WST4,W04W BY04,BY04-08,Westmoreland Street,WMS 4th floor Thoracic,08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287125261,GWNC^CHALF WGC SR24^SR24-24,GWNC,CHALF WGC SR24,SR24-24,NA,NA,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287126701,RBNQ^Q3NRU BY01^BY01-04,RBNQ,Q3NRU BY01,BY01-04,NA,NA,04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287126703,RBNQ^Q3NRU BY01^BY01-03,RBNQ,Q3NRU BY01,BY01-03,NA,NA,03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
287129204,MVNQ^Q6MV BY01^BY01-02,MVNQ,Q6MV BY01,BY01-02,NA,NA,02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
